8.6891,0,0,0,0.37,0,0,0,0,0,0,0,0,0,3.0778,0,12.018,0,0,12.458,0,0,5.9944,7.2687,0.38,46.597,3.44,0,29.701,22.452,11.505,0,40.949,35.915,5.8583,17.846,20.562,11.546,63.133,13.733,0,0.7399,24.651,4.3399,0,0,0,0,0,0,13.557,0,0,0,0,10.479,0,0,7.8177,0,0,6.43,0,19.699
7.54,0,0,0,0.4197,0,0,0,0,0,0,0,0,0,3.1488,0,11.99,0,0,12.719,0,0,5.4788,7.4092,0.4,45.992,3.6996,0,28.954,23.299,11.679,0,40.593,36.494,6.2089,16.889,21.057,12.008,63.709,13.82,0,0.66,23.087,4.9,0,0,0,0,0,0,13.468,0,0,0,0,11.228,0,0,6.2292,0,0,6.05,0,18.578
7.9298,0,0,0,0.51,0,0,0,0,0,0,0,0,0,3.2799,0,11.919,0,0,14.049,0,0,5.989,7.1475,0.37,44.3,3.01,0,29.221,21.195,11.848,0,39.722,37.399,6.5699,18.407,20.868,12.676,64.597,13.924,0,0.81,23.816,4.3782,0,0,0,0,0,0,13.127,0,0,0,0,9.9334,0,0,7.3962,0,0,5.7485,0,19.897
7.0978,0,0,0,0.5,0,0,0,0,0,0,0,0,0,3.59,0,11.439,0,0,13.476,0,0,5.3799,7.066,0.46,45.684,2.93,0,27.302,21.214,12.679,0,40.453,35.513,6.6694,17.777,21.297,11.937,64.979,14.408,0,0.66,23.666,4.6,0,0,0,0,0,0,13.019,0,0,0,0,10.867,0,0,7.3987,0,0,5.5289,0,17.988
8.538,0,0,0,0.37,0,0,0,0,0,0,0,0,0,3.1899,0,11.468,0,0,13.607,0,0,6.2793,6.5294,0.4999,44.253,3.6288,0,28.876,22.916,12.54,0,39.856,36.225,6.4977,18.307,21.746,12.348,61.523,14.396,0,0.87,23.953,4.6398,0,0,0,0,0,0,13.949,0,0,0,0,10.776,0,0,6.9996,0,0,5.6374,0,17.854
8.249,0,0,0,0.68,0,0,0,0,0,0,0,0,0,2.959,0,13.059,0,0,12.738,0,0,6.4288,7.44,0.3,44.08,3.099,0,29.241,21.705,12.18,0,40.999,36.612,7.0994,16.968,19.998,13.259,63.475,14.768,0,0.74,22.615,4.6584,0,0,0,0,0,0,13.969,0,0,0,0,10.12,0,0,6.9488,0,0,5.9887,0,17.517
12.989,84.715,0,1.23,8.5297,182.11,288.14,312.48,26.157,0,0,86.119,0,0,69.757,0,0,0,0,37.365,40.203,16.638,0,49.13,0,0,73.17,100.7,0,85.865,0,48.36,0,21.493,0,7.928,0.85,24.783,0,0,11.118,25.047,0,39.025,0,86.819,122.59,27.054,0,87.858,116.5,4.66,56.109,38.584,11.589,7.5283,263.87,0,11.269,3.639,62.771,92.905,0,28.541
12.868,83.119,0,1.34,9.1072,177.73,284.41,314.45,26.604,0,0,85.698,0,0,69.817,0,0,0,0,36.073,40.043,16.747,0,48.834,0,0,69.612,100.97,0,83.652,0,47.8,0,22.848,0,8.09,0.5391,27.18,0,0,11.167,26.833,0,38.5,0,90.151,125.73,27.933,0,88.075,115.92,4.4397,54.09,39.898,10.739,7.7088,269.19,0,10.028,3.1499,62.217,91.358,0,27.017
12.199,83.837,0,1.28,8.1972,179.05,286.48,317.78,26.605,0,0,86.37,0,0,68.22,0,0,0,0,36.174,39.505,16.167,0,48.172,0,0,73.175,95.963,0,86.013,0,49.571,0,22.208,0,7.7988,0.89,24.867,0,0,11.419,27.062,0,38.249,0,90.551,122.37,25.795,0,88.701,117.48,4.6899,55.088,38.704,11.489,8.5895,270,0,11.186,3.3188,61.487,93.61,0,27.573
12.818,86.06,0,1.35,7.8083,176.54,283.24,312.25,26.513,0,0,85.263,0,0,66.492,0,0,0,0,37.697,41.311,16.306,0,50.212,0,0,73.985,99.061,0,86.044,0,49.578,0,21.757,0,7.9194,0.73,25.664,0,0,11.587,25.715,0,37.844,0,87.262,121.97,27.128,0,91.814,117.03,4.8577,54.631,37.975,10.935,7.03,271.88,0,10.597,3.78,63.189,91.292,0,27.795
12.099,83.798,0,1.54,8.0793,173.75,282.41,316.66,24.669,0,0,83.864,0,0,67.415,0,0,0,0,36.376,41.114,16.997,0,49.433,0,0,71.657,99.837,0,82.671,0,48.515,0,23.087,0,7.78,0.899,25.231,0,0,12.318,25.926,0,39.162,0,86.619,124.39,26.433,0,89.763,115.49,5.4198,55.747,37.832,11.377,8.4285,271.85,0,10.469,3.8686,59.787,92.284,0,27.954
14.257,84.822,0,1.46,8.8276,181.93,281.71,318.37,26.792,0,0,86.216,0,0,66.891,0,0,0,0,36.453,40.514,16.555,0,50.842,0,0,74.435,101.08,0,86.945,0,47.86,0,22.207,0,8.0593,0.88,25.056,0,0,11.847,26.64,0,38.829,0,86.589,123.32,26.633,0,88.387,118.28,4.6588,57.328,37.755,11.129,7.0485,271.98,0,10.41,3.5594,63.059,92.977,0,26.019
